path,label
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.6_tausyih_bayati_syuri_jawabuljawab_ar-rahman/6.0.4_ar-rahman_bayati_syuri_jawabuljawab_v1_b.wav,14
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.6_tausyih_bayati_syuri_jawabuljawab_ar-rahman/6.0.5_ar-rahman_bayati_syuri_jawabuljawab_v1_b.wav,14
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.6_tausyih_bayati_syuri_jawabuljawab_ar-rahman/6.0.6_ar-rahman_bayati_syuri_jawabuljawab_v1_b.wav,14
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.6_tausyih_bayati_syuri_jawabuljawab_ar-rahman/6.0.7_ar-rahman_bayati_syuri_jawabuljawab_v1_b.wav,14
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.6_tausyih_bayati_syuri_jawabuljawab_ar-rahman/6.0.8_ar-rahman_bayati_syuri_jawabuljawab_v2_b.wav,14
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.6_tausyih_bayati_syuri_jawabuljawab_ar-rahman/6.0.2_ar-rahman_bayati_syuri_jawabuljawab_v1_b.wav,14
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_1/4.0.0_tausyih_bayati_husaini_v1_a.wav,5
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_1/4.0.1_tausyih_bayati_husaini_v1_a.wav,5
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_1/4.0.2_tausyih_bayati_husaini_v1_a.wav,5
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_1/4.0.3_tausyih_bayati_husaini_v1_a.wav,5
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_1/4.0.4_tausyih_bayati_husaini_v1_a.wav,5
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_3/3.2.0_tausyih_bayati_syuri_v1_a.wav,4
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_3/3.2.1_tausyih_bayati_syuri_v1_a.wav,4
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_3/3.2.2_tausyih_bayati_syuri_v1_a.wav,4
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_3/3.2.3_tausyih_bayati_syuri_v1_a.wav,4
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_3/4.2.0_tausyih_bayati_husaini_v1_a.wav,7
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_3/4.2.1_tausyih_bayati_husaini_v1_a.wav,7
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_3/4.2.4_tausyih_bayati_husaini_v1_a.wav,7
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_3/4.2.2_tausyih_bayati_husaini_v1_a.wav,7
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_3/4.2.3_tausyih_bayati_husaini_v1_a.wav,7
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.0_tausyih_bayati_ashli_nawa_v1_a.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.1_tausyih_bayati_ashli_nawa_v1_a.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.2_tausyih_bayati_ashli_nawa_v1_a.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.3_tausyih_bayati_ashli_nawa_v1_a.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.0_ar-rahman_bayati_ashli_nawa_v1_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.1_ar-rahman_bayati_ashli_nawa_v1_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.2_ar-rahman_bayati_ashli_nawa_v1_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.3_ar-rahman_bayati_ashli_nawa_v1_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.4_ar-rahman_bayati_ashli_nawa_v1_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.5_ar-rahman_bayati_ashli_nawa_v1_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.6_ar-rahman_bayati_ashli_nawa_v1_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.2_tausyih_bayati_ashli_nawa_ar-rahman/2.7_ar-rahman_bayati_ashli_nawa_v2_b.wav,1
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.0_ar-rahman_bayati_husaini_v1_b.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.1_ar-rahman_bayati_husaini_v1_b.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.2_ar-rahman_bayati_husaini_v1_b.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.3_ar-rahman_bayati_husaini_v1_b.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.4_ar-rahman_bayati_husaini_v2_b.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.0_tausyih_bayati_husaini_v1_a.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.1_tausyih_bayati_husaini_v1_a.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.2_tausyih_bayati_husaini_v1_a.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.3_tausyih_bayati_husaini_v1_a.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_2_ar-rahman/4.1.4_tausyih_bayati_husaini_v1_a.wav,6
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.0_tausyih_bayati_ashli_qorror_v1_a.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.1_tausyih_bayati_ashli_qorror_v1_a.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.2_tausyih_bayati_ashli_qorror_v1_a.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.3_tausyih_bayati_ashli_qorror_v1_a.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.4_tausyih_bayati_ashli_qorror_v1_a.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.0_ar-rahman_bayyati_ashli_qorror_v1_b.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.1_ar-rahman_bayyati_ashli_qorror_v1_b.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.2_ar-rahman_bayyati_ashli_qorror_v1_b.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.3_ar-rahman_bayyati_ashli_qorror_v1_b.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.4_ar-rahman_bayyati_ashli_qorror_v1_b.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.5_ar-rahman_bayyati_ashli_qorror_v1_b.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.1_tausyih_bayati_ashli_qorror_ar-rahman/1.6_ar-rahman_bayyati_ashli_qorror_v2_b.wav,0
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.0_tausyih_bayati_syuri_v1_a.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.1_tausyih_bayati_syuri_v1_a.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.2_tausyih_bayati_syuri_v1_a.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.3_tausyih_bayati_syuri_v1_a.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.4_tausyih_bayati_syuri_v1_a.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.5_tausyih_bayati_syuri_v1_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.0_ar-rahman_bayati_syuri_v1_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.1_ar-rahman_bayati_syuri_v1_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.2_ar-rahman_bayati_syuri_v1_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.3_ar-rahman_bayati_syuri_v1_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.4_ar-rahman_bayati_syuri_v1_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.5_ar-rahman_bayati_syuri_v1_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_2_ar-rahman/3.1.6_ar-rahman_bayati_syuri_v2_b.wav,3
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_1/3.0.0_tausyih_bayati_syuri_v1_a.wav,2
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_1/3.0.1_tausyih_bayati_syuri_v1_a.wav,2
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_1/3.0.2_tausyih_bayati_syuri_v1_a.wav,2
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_1/3.0.3_tausyih_bayati_syuri_v1_a.wav,2
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_1/3.0.4_tausyih_bayati_syuri_v1_a.wav,2
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.3_tausyih_bayati_syuri_1/3.0.5_tausyih_bayati_syuri_v1_a.wav,2
